Time	 MagX	 MagY	 MagZ	 AccelX	 AccelY	 AccelZ	 Yaw	 Pitch	 Roll	 Temperature	 Pressure	 Altitude
5274	  0.407	  0.342	  0.468	  0.076	  0.531	 -9.745	 -0.003	  0.002	  0.001	 32.800	 99.119	 -99999.000
5321	  0.407	  0.341	  0.470	  0.131	  0.534	 -9.762	 -0.003	  0.002	  0.001	 32.800	 99.130	 -99999.000
5371	  0.407	  0.341	  0.467	  0.120	  0.515	 -9.747	 -0.003	  0.003	  0.001	 32.800	 99.119	 -99999.000
5421	  0.406	  0.339	  0.469	  0.094	  0.541	 -9.755	 -0.003	  0.002	 -0.000	 32.800	 99.119	 -99999.000
5471	  0.405	  0.340	  0.471	  0.146	  0.521	 -9.734	 -0.004	  0.002	  0.001	 32.800	 99.119	 -99999.000
5521	  0.406	  0.340	  0.468	  0.106	  0.502	 -9.772	 -0.003	  0.003	  0.001	 32.800	 99.119	 -99999.000
5571	  0.408	  0.341	  0.469	  0.118	  0.499	 -9.747	 -0.003	  0.004	 -0.000	 32.800	 99.119	 -99999.000
5621	  0.405	  0.341	  0.469	  0.122	  0.523	 -9.753	 -0.003	  0.003	  0.000	 32.800	 99.119	 -99999.000
5671	  0.410	  0.339	  0.468	  0.112	  0.501	 -9.727	 -0.003	  0.002	  0.000	 32.800	 99.119	 -99999.000
5721	  0.406	  0.338	  0.465	  0.110	  0.518	 -9.740	 -0.004	  0.003	  0.000	 32.900	 99.123	 -99999.000
5771	  0.409	  0.342	  0.471	  0.113	  0.511	 -9.718	 -0.003	  0.003	  0.001	 32.900	 99.112	 -99999.000
5821	  0.408	  0.335	  0.467	  0.121	  0.516	 -9.766	 -0.004	  0.003	  0.000	 32.800	 99.119	 -99999.000
5871	  0.407	  0.336	  0.470	  0.101	  0.506	 -9.732	 -0.002	  0.003	  0.001	 32.800	 99.107	 -99999.000
5921	  0.406	  0.338	  0.471	  0.127	  0.508	 -9.726	 -0.004	  0.004	  0.001	 32.800	 99.107	 -99999.000
5971	  0.409	  0.341	  0.468	  0.120	  0.512	 -9.736	 -0.004	  0.003	 -0.000	 32.900	 99.112	 -99999.000
6021	  0.409	  0.342	  0.470	  0.117	  0.532	 -9.742	 -0.004	  0.003	 -0.000	 32.800	 99.107	 -99999.000
6071	  0.407	  0.337	  0.468	  0.116	  0.512	 -9.740	 -0.004	  0.003	  0.000	 32.800	 99.107	 -99999.000
6121	  0.405	  0.341	  0.468	  0.104	  0.516	 -9.741	 -0.004	  0.004	  0.001	 32.800	 99.119	 -99999.000
6171	  0.407	  0.340	  0.467	  0.113	  0.509	 -9.724	 -0.004	  0.002	 -0.000	 32.800	 99.107	 -99999.000
6221	  0.408	  0.340	  0.463	  0.123	  0.508	 -9.716	 -0.004	  0.001	  0.000	 32.900	 99.123	 -99999.000
6271	  0.408	  0.342	  0.469	  0.121	  0.506	 -9.748	 -0.004	  0.002	  0.001	 32.800	 99.119	 -99999.000
6321	  0.408	  0.339	  0.463	  0.104	  0.513	 -9.755	 -0.003	  0.002	  0.000	 32.800	 99.119	 -99999.000
6371	  0.406	  0.338	  0.471	  0.118	  0.492	 -9.732	 -0.004	  0.002	 -0.000	 32.800	 99.119	 -99999.000
6421	  0.408	  0.337	  0.468	  0.096	  0.525	 -9.796	 -0.004	  0.002	  0.001	 32.900	 99.112	 -99999.000
6472	  0.406	  0.343	  0.469	  0.090	  0.523	 -9.735	 -0.002	  0.002	 -0.001	 32.800	 99.119	 -99999.000
6521	  0.405	  0.338	  0.471	  0.104	  0.521	 -9.685	 -0.005	  0.003	 -0.001	 32.800	 99.119	 -99999.000
6571	  0.409	  0.342	  0.467	  0.117	  0.501	 -9.739	 -0.003	  0.003	  0.001	 32.900	 99.123	 -99999.000
6621	  0.406	  0.339	  0.465	  0.123	  0.499	 -9.765	 -0.004	  0.003	  0.001	 32.800	 99.107	 -99999.000
6671	  0.408	  0.338	  0.465	  0.120	  0.524	 -9.760	 -0.003	  0.001	 -0.000	 32.800	 99.107	 -99999.000
6721	  0.406	  0.337	  0.470	  0.114	  0.526	 -9.740	 -0.003	  0.002	  0.000	 32.900	 99.123	 -99999.000
6771	  0.407	  0.338	  0.467	  0.124	  0.508	 -9.734	 -0.004	  0.004	  0.001	 32.900	 99.123	 -99999.000
6821	  0.405	  0.338	  0.468	  0.122	  0.541	 -9.702	 -0.004	  0.002	  0.001	 32.900	 99.112	 -99999.000
6871	  0.408	  0.337	  0.469	  0.141	  0.513	 -9.752	 -0.002	  0.004	  0.000	 32.800	 99.107	 -99999.000
6921	  0.404	  0.340	  0.469	  0.112	  0.512	 -9.761	 -0.003	  0.002	  0.002	 32.900	 99.123	 -99999.000
6971	  0.405	  0.340	  0.471	  0.103	  0.536	 -9.763	 -0.004	  0.002	 -0.000	 32.800	 99.107	 -99999.000
7021	  0.405	  0.336	  0.465	  0.096	  0.506	 -9.744	 -0.004	  0.003	 -0.000	 32.800	 99.119	 -99999.000
7071	  0.407	  0.340	  0.470	  0.122	  0.510	 -9.731	 -0.004	  0.003	  0.000	 32.800	 99.119	 -99999.000
7121	  0.408	  0.343	  0.470	  0.138	  0.516	 -9.755	 -0.003	  0.003	  0.001	 32.900	 99.123	 -99999.000
7171	  0.407	  0.342	  0.469	  0.112	  0.527	 -9.748	 -0.004	  0.003	  0.000	 32.800	 99.119	 -99999.000
7221	  0.408	  0.338	  0.468	  0.140	  0.519	 -9.745	 -0.002	  0.003	  0.002	 32.800	 99.119	 -99999.000
7271	  0.407	  0.337	  0.471	  0.118	  0.511	 -9.737	 -0.003	  0.001	 -0.001	 32.800	 99.119	 -99999.000
7321	  0.405	  0.339	  0.467	  0.116	  0.512	 -9.740	 -0.003	  0.003	 -0.000	 32.800	 99.119	 -99999.000
7371	  0.406	  0.338	  0.467	  0.121	  0.516	 -9.747	 -0.003	  0.003	  0.000	 32.900	 99.112	 -99999.000
7421	  0.408	  0.340	  0.471	  0.077	  0.503	 -9.708	 -0.003	  0.003	  0.001	 32.900	 99.123	 -99999.000
7471	  0.406	  0.343	  0.469	  0.127	  0.508	 -9.752	 -0.004	  0.003	  0.001	 32.800	 99.107	 -99999.000
7521	  0.408	  0.342	  0.470	  0.121	  0.521	 -9.739	 -0.003	  0.003	 -0.000	 32.800	 99.107	 -99999.000
7571	  0.409	  0.339	  0.468	  0.139	  0.528	 -9.720	 -0.003	  0.002	 -0.000	 32.900	 99.123	 -99999.000
7621	  0.408	  0.341	  0.471	  0.124	  0.505	 -9.763	 -0.005	  0.003	  0.001	 32.900	 99.123	 -99999.000
7671	  0.407	  0.337	  0.470	  0.136	  0.528	 -9.710	 -0.003	  0.002	 -0.001	 32.900	 99.112	 -99999.000
7721	  0.406	  0.337	  0.470	  0.115	  0.499	 -9.757	 -0.004	  0.002	 -0.000	 32.800	 99.107	 -99999.000
7771	  0.405	  0.339	  0.467	  0.120	  0.525	 -9.752	 -0.004	  0.003	  0.001	 32.900	 99.123	 -99999.000
7821	  0.405	  0.338	  0.467	  0.116	  0.531	 -9.736	 -0.004	  0.002	  0.000	 32.900	 99.112	 -99999.000
7871	  0.406	  0.337	  0.471	  0.120	  0.520	 -9.744	 -0.002	  0.004	  0.001	 32.900	 99.123	 -99999.000
7921	  0.406	  0.344	  0.467	  0.116	  0.507	 -9.706	 -0.002	  0.002	 -0.000	 32.800	 99.119	 -99999.000
