Time	 MagX	 MagY	 MagZ	 AccelX	 AccelY	 AccelZ	 Yaw	 Pitch	 Roll	 Temperature	 Pressure	 Altitude
28349	 -0.314	 -0.322	  0.827	  0.319	 -0.087	 -9.710	  0.027	 -0.001	  0.003	 28.000	 101.199	 -99999.000
28399	 -0.315	 -0.325	  0.828	  0.298	 -0.079	 -9.766	 -0.021	 -0.004	  0.003	 28.000	 101.199	 -99999.000
28449	 -0.314	 -0.324	  0.827	  0.267	  0.058	 -9.726	 -0.070	  0.002	  0.002	 28.000	 101.199	 -99999.000
28499	 -0.312	 -0.323	  0.825	  0.299	  0.250	 -9.638	 -0.050	  0.009	  0.002	 28.000	 101.199	 -99999.000
28549	 -0.316	 -0.324	  0.827	  0.327	  0.273	 -9.617	  0.015	  0.007	  0.004	 28.000	 101.199	 -99999.000
28599	 -0.313	 -0.326	  0.830	  0.306	  0.159	 -9.659	  0.063	 -0.003	  0.005	 28.000	 101.210	 -99999.000
28650	 -0.314	 -0.326	  0.825	  0.282	 -0.014	 -9.747	  0.040	 -0.007	  0.006	 28.000	 101.195	 -99999.000
28699	 -0.317	 -0.325	  0.829	  0.279	 -0.070	 -9.755	 -0.028	  0.000	  0.004	 28.000	 101.199	 -99999.000
28749	 -0.315	 -0.325	  0.828	  0.275	  0.076	 -9.696	 -0.071	  0.012	  0.001	 28.000	 101.183	 -99999.000
28799	 -0.315	 -0.323	  0.823	  0.306	  0.276	 -9.616	 -0.043	  0.013	  0.004	 28.000	 101.199	 -99999.000
28849	 -0.314	 -0.323	  0.827	  0.323	  0.265	 -9.610	  0.025	 -0.000	  0.006	 28.000	 101.195	 -99999.000
28899	 -0.316	 -0.327	  0.826	  0.304	  0.137	 -9.698	  0.061	 -0.009	  0.004	 28.000	 101.199	 -99999.000
28949	 -0.316	 -0.322	  0.827	  0.267	 -0.036	 -9.753	  0.033	 -0.006	  0.006	 28.000	 101.199	 -99999.000
28999	 -0.315	 -0.322	  0.827	  0.278	 -0.054	 -9.776	 -0.034	  0.010	  0.004	 28.000	 101.199	 -99999.000
29049	 -0.314	 -0.320	  0.826	  0.309	  0.089	 -9.692	 -0.068	  0.014	  0.001	 28.000	 101.195	 -99999.000
29100	 -0.316	 -0.325	  0.828	  0.305	  0.265	 -9.638	 -0.035	  0.005	  0.005	 28.000	 101.188	 -99999.000
29150	 -0.312	 -0.324	  0.830	  0.324	  0.268	 -9.622	  0.031	 -0.007	  0.005	 28.000	 101.192	 -99999.000
29200	 -0.316	 -0.325	  0.827	  0.296	  0.109	 -9.724	  0.062	 -0.006	  0.005	 28.000	 101.188	 -99999.000
29249	 -0.315	 -0.327	  0.827	  0.272	 -0.053	 -9.766	  0.024	  0.002	  0.005	 28.000	 101.188	 -99999.000
29300	 -0.312	 -0.322	  0.825	  0.289	 -0.041	 -9.754	 -0.039	  0.013	  0.003	 28.000	 101.199	 -99999.000
29349	 -0.316	 -0.327	  0.828	  0.289	  0.126	 -9.699	 -0.067	  0.009	  0.002	 28.000	 101.188	 -99999.000
29400	 -0.312	 -0.326	  0.820	  0.318	  0.277	 -9.634	 -0.028	  0.001	  0.005	 28.000	 101.199	 -99999.000
29450	 -0.313	 -0.323	  0.828	  0.299	  0.280	 -9.682	  0.038	 -0.003	  0.005	 28.000	 101.188	 -99999.000
29500	 -0.316	 -0.328	  0.826	  0.289	  0.083	 -9.669	  0.058	 -0.002	  0.006	 28.000	 101.188	 -99999.000
29550	 -0.317	 -0.325	  0.828	  0.262	 -0.075	 -9.759	  0.015	  0.003	  0.004	 28.000	 101.199	 -99999.000
29600	 -0.316	 -0.318	  0.823	  0.310	 -0.026	 -9.730	 -0.048	  0.010	  0.003	 28.000	 101.203	 -99999.000
29650	 -0.315	 -0.326	  0.824	  0.329	  0.138	 -9.662	 -0.064	  0.006	  0.001	 28.000	 101.188	 -99999.000
29700	 -0.314	 -0.326	  0.828	  0.300	  0.300	 -9.606	 -0.016	  0.003	  0.003	 28.000	 101.199	 -99999.000
29750	 -0.313	 -0.325	  0.829	  0.322	  0.232	 -9.663	  0.044	 -0.003	  0.006	 28.000	 101.199	 -99999.000
29800	 -0.315	 -0.314	  0.827	  0.283	  0.041	 -9.723	  0.057	 -0.000	  0.005	 28.000	 101.188	 -99999.000
