Time	 MagX	 MagY	 MagZ	 AccelX	 AccelY	 AccelZ	 Yaw	 Pitch	 Roll	 Temperature	 Pressure	 Altitude
15356	 -0.349	  0.567	  0.213	  9.428	 -2.357	 -1.276	 -0.003	  0.003	  0.000	 33.300	 99.122	 -99999.000
15406	 -0.348	  0.569	  0.212	  9.422	 -2.370	 -1.273	 -0.004	  0.003	  0.000	 33.300	 99.114	 -99999.000
15456	 -0.348	  0.569	  0.214	  9.406	 -2.348	 -1.290	 -0.003	  0.003	  0.002	 33.300	 99.126	 -99999.000
15507	 -0.348	  0.575	  0.213	  9.405	 -2.382	 -1.255	 -0.003	  0.004	  0.001	 33.300	 99.126	 -99999.000
15556	 -0.346	  0.574	  0.217	  9.403	 -2.356	 -1.274	 -0.004	  0.003	 -0.000	 33.300	 99.126	 -99999.000
15607	 -0.347	  0.566	  0.214	  9.421	 -2.346	 -1.268	 -0.004	  0.002	  0.001	 33.300	 99.126	 -99999.000
15657	 -0.348	  0.573	  0.216	  9.412	 -2.373	 -1.275	 -0.003	  0.003	  0.000	 33.300	 99.126	 -99999.000
15707	 -0.347	  0.567	  0.214	  9.415	 -2.353	 -1.281	 -0.004	  0.004	  0.000	 33.300	 99.122	 -99999.000
15756	 -0.349	  0.570	  0.213	  9.392	 -2.393	 -1.278	 -0.003	  0.001	 -0.001	 33.300	 99.122	 -99999.000
15807	 -0.346	  0.569	  0.217	  9.406	 -2.372	 -1.258	 -0.003	  0.003	  0.000	 33.300	 99.126	 -99999.000
15857	 -0.346	  0.570	  0.215	  9.402	 -2.373	 -1.271	 -0.003	  0.003	 -0.001	 33.300	 99.110	 -99999.000
15907	 -0.347	  0.567	  0.216	  9.410	 -2.383	 -1.274	 -0.003	  0.003	 -0.000	 33.300	 99.122	 -99999.000
15957	 -0.345	  0.569	  0.212	  9.435	 -2.370	 -1.262	 -0.003	  0.003	  0.000	 33.300	 99.126	 -99999.000
16007	 -0.347	  0.564	  0.213	  9.412	 -2.360	 -1.272	 -0.004	  0.003	  0.000	 33.300	 99.126	 -99999.000
16057	 -0.349	  0.566	  0.213	  9.431	 -2.362	 -1.277	 -0.004	  0.001	  0.000	 33.300	 99.122	 -99999.000
