Time	 MagX	 MagY	 MagZ	 AccelX	 AccelY	 AccelZ	 Yaw	 Pitch	 Roll	 Temperature	 Pressure	 Altitude
15305	  0.733	  0.734	  1.018	  0.099	 -0.043	 -9.748	 -0.003	  0.001	 -0.000	 32.200	 99.092	 -99999.000
15352	  0.733	  0.737	  1.019	  0.102	 -0.046	 -9.786	 -0.004	  0.004	  0.001	 32.100	 99.100	 -99999.000
15401	  0.733	  0.735	  1.019	  0.116	 -0.055	 -9.768	 -0.003	  0.002	 -0.001	 32.200	 99.104	 -99999.000
15451	  0.735	  0.734	  1.016	  0.077	 -0.048	 -9.774	 -0.003	  0.002	  0.000	 32.200	 99.092	 -99999.000
15501	  0.734	  0.730	  1.015	  0.087	 -0.028	 -9.732	 -0.004	  0.003	  0.000	 32.200	 99.092	 -99999.000
15551	  0.733	  0.738	  1.019	  0.087	 -0.029	 -9.766	 -0.003	  0.003	  0.001	 32.100	 99.088	 -99999.000
15601	  0.733	  0.730	  1.016	  0.097	 -0.059	 -9.771	 -0.003	  0.002	  0.001	 32.200	 99.092	 -99999.000
15651	  0.733	  0.730	  1.017	  0.098	 -0.049	 -9.781	 -0.002	  0.003	 -0.000	 32.200	 99.092	 -99999.000
15701	  0.736	  0.736	  1.022	  0.083	 -0.041	 -9.783	 -0.004	  0.003	 -0.001	 32.200	 99.092	 -99999.000
15751	  0.733	  0.729	  1.019	  0.086	 -0.040	 -9.780	 -0.002	  0.002	  0.000	 32.200	 99.104	 -99999.000
15801	  0.732	  0.729	  1.019	  0.090	 -0.039	 -9.772	 -0.004	  0.002	 -0.001	 32.200	 99.092	 -99999.000
15851	  0.734	  0.734	  1.017	  0.102	 -0.041	 -9.761	 -0.004	  0.003	 -0.001	 32.200	 99.104	 -99999.000
15901	  0.735	  0.732	  1.019	  0.108	 -0.041	 -9.753	 -0.004	  0.003	  0.000	 32.200	 99.104	 -99999.000
15951	  0.731	  0.729	  1.018	  0.094	 -0.045	 -9.734	 -0.004	  0.002	  0.000	 32.200	 99.104	 -99999.000
16001	  0.734	  0.737	  1.017	  0.076	 -0.041	 -9.750	 -0.003	  0.002	  0.001	 32.200	 99.092	 -99999.000
16051	  0.735	  0.732	  1.016	  0.112	 -0.034	 -9.766	 -0.003	  0.003	 -0.000	 32.200	 99.104	 -99999.000
16101	  0.734	  0.733	  1.017	  0.096	 -0.034	 -9.765	 -0.004	  0.003	 -0.000	 32.200	 99.081	 -99999.000
16151	  0.733	  0.729	  1.016	  0.091	 -0.022	 -9.782	 -0.004	  0.002	  0.001	 32.200	 99.104	 -99999.000
16201	  0.732	  0.733	  1.018	  0.076	 -0.022	 -9.751	 -0.003	  0.003	  0.001	 32.200	 99.104	 -99999.000
16251	  0.732	  0.735	  1.016	  0.093	 -0.035	 -9.787	 -0.004	  0.003	  0.001	 32.200	 99.092	 -99999.000
16301	  0.732	  0.735	  1.018	  0.096	 -0.034	 -9.761	 -0.004	  0.003	  0.001	 32.200	 99.104	 -99999.000
16351	  0.732	  0.730	  1.014	  0.097	 -0.030	 -9.747	 -0.004	  0.002	  0.000	 32.200	 99.092	 -99999.000
16401	  0.732	  0.730	  1.017	  0.086	 -0.057	 -9.794	 -0.004	  0.001	 -0.001	 32.200	 99.104	 -99999.000
16451	  0.734	  0.733	  1.017	  0.079	 -0.032	 -9.759	 -0.003	  0.003	  0.001	 32.200	 99.104	 -99999.000
16501	  0.734	  0.732	  1.022	  0.100	 -0.025	 -9.717	 -0.003	  0.003	  0.001	 32.200	 99.092	 -99999.000
16550	  0.731	  0.729	  1.020	  0.088	 -0.043	 -9.750	 -0.003	  0.002	  0.001	 32.200	 99.104	 -99999.000
16600	  0.732	  0.734	  1.018	  0.081	 -0.018	 -9.765	 -0.002	  0.002	  0.001	 32.200	 99.104	 -99999.000
16650	  0.733	  0.735	  1.022	  0.101	 -0.035	 -9.772	 -0.004	  0.002	  0.000	 32.200	 99.104	 -99999.000
16700	  0.731	  0.732	  1.018	  0.081	 -0.047	 -9.818	 -0.004	  0.002	  0.000	 32.200	 99.092	 -99999.000
16750	  0.733	  0.729	  1.016	  0.099	 -0.036	 -9.767	 -0.003	  0.002	  0.000	 32.200	 99.092	 -99999.000
16800	  0.731	  0.732	  1.019	  0.090	 -0.026	 -9.749	 -0.003	  0.003	  0.001	 32.200	 99.092	 -99999.000
16850	  0.734	  0.732	  1.015	  0.087	 -0.028	 -9.786	 -0.003	  0.003	  0.000	 32.200	 99.104	 -99999.000
16901	  0.735	  0.733	  1.023	  0.091	 -0.040	 -9.773	 -0.004	  0.001	  0.001	 32.200	 99.104	 -99999.000
16951	  0.734	  0.736	  1.020	  0.090	 -0.045	 -9.742	 -0.004	  0.003	  0.000	 32.200	 99.092	 -99999.000
17000	  0.734	  0.733	  1.017	  0.116	 -0.019	 -9.803	 -0.002	  0.002	  0.001	 32.200	 99.092	 -99999.000
17051	  0.731	  0.729	  1.017	  0.079	 -0.035	 -9.778	 -0.004	  0.003	 -0.000	 32.200	 99.104	 -99999.000
17100	  0.733	  0.735	  1.019	  0.090	 -0.037	 -9.770	 -0.003	  0.003	  0.000	 32.200	 99.092	 -99999.000
17151	  0.732	  0.731	  1.018	  0.087	 -0.043	 -9.733	 -0.003	  0.003	 -0.000	 32.200	 99.092	 -99999.000
17200	  0.731	  0.732	  1.015	  0.084	 -0.024	 -9.789	 -0.003	  0.002	  0.000	 32.200	 99.092	 -99999.000
17250	  0.733	  0.729	  1.015	  0.070	 -0.042	 -9.767	 -0.003	  0.003	  0.001	 32.200	 99.092	 -99999.000
17300	  0.735	  0.727	  1.017	  0.090	 -0.012	 -9.753	 -0.003	  0.003	  0.000	 32.200	 99.104	 -99999.000
17350	  0.733	  0.734	  1.018	  0.076	 -0.031	 -9.757	 -0.003	  0.001	  0.000	 32.200	 99.104	 -99999.000
17401	  0.735	  0.728	  1.016	  0.082	 -0.024	 -9.740	 -0.004	  0.003	 -0.001	 32.200	 99.108	 -99999.000
17451	  0.733	  0.733	  1.017	  0.074	 -0.040	 -9.745	 -0.003	  0.002	  0.000	 32.200	 99.104	 -99999.000
17501	  0.735	  0.729	  1.021	  0.101	 -0.032	 -9.751	 -0.005	  0.003	  0.000	 32.200	 99.097	 -99999.000
17550	  0.732	  0.739	  1.018	  0.090	 -0.041	 -9.773	 -0.004	  0.002	 -0.001	 32.200	 99.092	 -99999.000
17601	  0.734	  0.729	  1.021	  0.087	 -0.028	 -9.777	 -0.003	  0.003	  0.000	 32.200	 99.092	 -99999.000
17651	  0.731	  0.728	  1.019	  0.091	 -0.028	 -9.790	 -0.003	  0.003	 -0.000	 32.200	 99.092	 -99999.000
17701	  0.732	  0.733	  1.014	  0.093	 -0.028	 -9.735	 -0.004	  0.003	 -0.001	 32.200	 99.104	 -99999.000
17751	  0.733	  0.732	  1.016	  0.061	 -0.050	 -9.755	 -0.004	  0.002	  0.000	 32.200	 99.104	 -99999.000
17801	  0.733	  0.731	  1.019	  0.096	 -0.019	 -9.750	 -0.004	  0.002	 -0.000	 32.200	 99.092	 -99999.000
17851	  0.732	  0.726	  1.022	  0.098	 -0.018	 -9.743	 -0.004	  0.002	  0.001	 32.200	 99.104	 -99999.000
17901	  0.731	  0.733	  1.014	  0.099	 -0.026	 -9.757	 -0.004	  0.001	  0.000	 32.200	 99.097	 -99999.000
17951	  0.733	  0.733	  1.015	  0.098	 -0.041	 -9.759	 -0.003	  0.003	  0.001	 32.200	 99.097	 -99999.000
18001	  0.735	  0.729	  1.016	  0.094	 -0.037	 -9.762	 -0.002	  0.003	  0.001	 32.200	 99.085	 -99999.000
18051	  0.731	  0.731	  1.020	  0.093	 -0.033	 -9.753	 -0.004	  0.004	  0.001	 32.200	 99.104	 -99999.000
18101	  0.731	  0.732	  1.018	  0.093	 -0.032	 -9.757	 -0.003	  0.003	  0.000	 32.200	 99.097	 -99999.000
18151	  0.735	  0.730	  1.016	  0.097	 -0.031	 -9.761	 -0.003	  0.002	  0.000	 32.200	 99.108	 -99999.000
18201	  0.732	  0.732	  1.018	  0.105	 -0.025	 -9.760	 -0.003	  0.003	  0.000	 32.200	 99.092	 -99999.000
18251	  0.734	  0.730	  1.019	  0.070	 -0.042	 -9.729	 -0.002	  0.004	  0.001	 32.200	 99.097	 -99999.000
18301	  0.730	  0.730	  1.017	  0.083	 -0.027	 -9.784	 -0.004	  0.002	 -0.000	 32.200	 99.085	 -99999.000
18351	  0.732	  0.735	  1.020	  0.097	 -0.028	 -9.804	 -0.004	  0.002	  0.001	 32.200	 99.092	 -99999.000
18401	  0.736	  0.734	  1.016	  0.094	 -0.018	 -9.780	 -0.005	  0.003	 -0.000	 32.200	 99.097	 -99999.000
18451	  0.733	  0.729	  1.017	  0.098	 -0.032	 -9.798	 -0.004	  0.003	  0.000	 32.200	 99.092	 -99999.000
18501	  0.733	  0.730	  1.017	  0.082	 -0.039	 -9.788	 -0.003	  0.002	 -0.001	 32.200	 99.097	 -99999.000
18551	  0.731	  0.731	  1.018	  0.077	 -0.041	 -9.779	 -0.003	  0.003	  0.000	 32.200	 99.092	 -99999.000
18601	  0.732	  0.732	  1.019	  0.090	 -0.024	 -9.748	 -0.004	  0.003	 -0.001	 32.200	 99.108	 -99999.000
18651	  0.735	  0.732	  1.016	  0.091	 -0.037	 -9.755	 -0.003	  0.003	 -0.001	 32.200	 99.097	 -99999.000
18701	  0.731	  0.733	  1.017	  0.059	 -0.037	 -9.805	 -0.003	  0.001	 -0.001	 32.200	 99.097	 -99999.000
18751	  0.733	  0.729	  1.017	  0.121	 -0.033	 -9.786	 -0.004	  0.003	  0.001	 32.200	 99.097	 -99999.000
18801	  0.734	  0.729	  1.018	  0.078	 -0.050	 -9.755	 -0.004	  0.003	  0.000	 32.200	 99.097	 -99999.000
18851	  0.734	  0.729	  1.018	  0.080	 -0.036	 -9.759	 -0.004	  0.002	  0.001	 32.200	 99.097	 -99999.000
18901	  0.731	  0.732	  1.019	  0.103	 -0.036	 -9.756	 -0.004	  0.002	  0.001	 32.200	 99.097	 -99999.000
18951	  0.734	  0.734	  1.019	  0.098	 -0.031	 -9.764	 -0.004	  0.003	  0.000	 32.200	 99.097	 -99999.000
19001	  0.734	  0.730	  1.014	  0.107	 -0.031	 -9.766	 -0.004	  0.003	  0.002	 32.200	 99.097	 -99999.000
19051	  0.734	  0.733	  1.016	  0.097	 -0.027	 -9.793	 -0.004	  0.004	  0.000	 32.200	 99.097	 -99999.000
19101	  0.735	  0.726	  1.020	  0.106	 -0.041	 -9.764	 -0.003	  0.001	 -0.001	 32.200	 99.097	 -99999.000
19151	  0.732	  0.733	  1.020	  0.096	 -0.046	 -9.765	 -0.004	  0.004	  0.001	 32.200	 99.085	 -99999.000
19201	  0.733	  0.729	  1.016	  0.102	 -0.021	 -9.748	 -0.003	  0.003	 -0.001	 32.200	 99.108	 -99999.000
19251	  0.734	  0.735	  1.018	  0.085	 -0.018	 -9.708	 -0.004	  0.003	 -0.001	 32.200	 99.092	 -99999.000
19301	  0.733	  0.731	  1.019	  0.081	 -0.054	 -9.762	 -0.003	  0.001	 -0.001	 32.200	 99.097	 -99999.000
19351	  0.732	  0.732	  1.020	  0.101	 -0.064	 -9.762	 -0.002	  0.002	 -0.000	 32.200	 99.097	 -99999.000
19401	  0.733	  0.731	  1.018	  0.072	 -0.031	 -9.738	 -0.004	  0.004	  0.001	 32.200	 99.097	 -99999.000
19451	  0.731	  0.730	  1.017	  0.121	 -0.029	 -9.765	 -0.003	  0.002	  0.000	 32.200	 99.097	 -99999.000
19501	  0.732	  0.729	  1.015	  0.080	 -0.029	 -9.764	 -0.003	  0.002	 -0.000	 32.200	 99.097	 -99999.000
19551	  0.733	  0.729	  1.022	  0.103	 -0.025	 -9.761	 -0.004	  0.002	  0.001	 32.200	 99.097	 -99999.000
19601	  0.734	  0.735	  1.017	  0.078	 -0.017	 -9.753	 -0.003	  0.004	  0.001	 32.200	 99.092	 -99999.000
19651	  0.732	  0.734	  1.018	  0.070	 -0.022	 -9.767	 -0.004	  0.002	  0.000	 32.200	 99.097	 -99999.000
19701	  0.731	  0.732	  1.018	  0.102	 -0.032	 -9.728	 -0.003	  0.002	  0.000	 32.200	 99.097	 -99999.000
19751	  0.733	  0.728	  1.016	  0.106	 -0.019	 -9.751	 -0.003	  0.003	  0.000	 32.200	 99.097	 -99999.000
19801	  0.729	  0.728	  1.020	  0.085	 -0.028	 -9.742	 -0.004	  0.003	  0.001	 32.200	 99.085	 -99999.000
19851	  0.733	  0.729	  1.018	  0.110	 -0.044	 -9.801	 -0.003	  0.003	  0.001	 32.200	 99.097	 -99999.000
19901	  0.732	  0.731	  1.016	  0.091	 -0.029	 -9.734	 -0.004	  0.003	 -0.000	 32.200	 99.108	 -99999.000
19951	  0.735	  0.730	  1.017	  0.092	 -0.026	 -9.767	 -0.004	  0.004	  0.001	 32.200	 99.097	 -99999.000
20001	  0.733	  0.734	  1.018	  0.088	 -0.025	 -9.781	 -0.003	  0.002	  0.000	 32.200	 99.097	 -99999.000
20051	  0.732	  0.734	  1.017	  0.088	 -0.042	 -9.750	 -0.004	  0.001	  0.002	 32.200	 99.108	 -99999.000
20101	  0.732	  0.731	  1.020	  0.077	 -0.050	 -9.760	 -0.003	  0.002	  0.001	 32.200	 99.108	 -99999.000
20151	  0.732	  0.728	  1.018	  0.117	 -0.045	 -9.745	 -0.003	  0.005	  0.001	 32.200	 99.097	 -99999.000
20201	  0.735	  0.729	  1.018	  0.102	 -0.015	 -9.741	 -0.003	  0.003	  0.000	 32.200	 99.097	 -99999.000
20251	  0.734	  0.729	  1.017	  0.109	 -0.033	 -9.748	 -0.004	  0.002	  0.001	 32.200	 99.108	 -99999.000
20301	  0.733	  0.733	  1.019	  0.097	 -0.034	 -9.717	 -0.003	  0.005	  0.001	 32.200	 99.101	 -99999.000
20351	  0.734	  0.728	  1.017	  0.064	 -0.046	 -9.725	 -0.003	  0.002	  0.000	 32.200	 99.085	 -99999.000
20401	  0.731	  0.731	  1.018	  0.092	 -0.059	 -9.777	 -0.003	  0.001	 -0.001	 32.200	 99.101	 -99999.000
20451	  0.730	  0.730	  1.016	  0.090	 -0.044	 -9.782	 -0.004	  0.004	  0.000	 32.200	 99.097	 -99999.000
20501	  0.732	  0.735	  1.016	  0.105	 -0.008	 -9.757	 -0.003	  0.002	  0.002	 32.200	 99.108	 -99999.000
20551	  0.733	  0.731	  1.019	  0.092	 -0.034	 -9.774	 -0.004	  0.003	  0.001	 32.200	 99.101	 -99999.000
20601	  0.733	  0.732	  1.022	  0.091	 -0.037	 -9.755	 -0.004	  0.003	 -0.000	 32.200	 99.108	 -99999.000
20651	  0.733	  0.731	  1.021	  0.097	 -0.026	 -9.739	 -0.002	  0.003	 -0.000	 32.200	 99.097	 -99999.000
20701	  0.734	  0.737	  1.018	  0.090	 -0.021	 -9.735	 -0.005	  0.002	  0.001	 32.200	 99.097	 -99999.000
20751	  0.733	  0.730	  1.017	  0.104	 -0.019	 -9.783	 -0.004	  0.002	  0.001	 32.200	 99.112	 -99999.000
20801	  0.733	  0.734	  1.016	  0.105	 -0.046	 -9.775	 -0.003	  0.002	  0.001	 32.200	 99.097	 -99999.000
20851	  0.731	  0.733	  1.019	  0.103	 -0.024	 -9.740	 -0.003	  0.002	  0.001	 32.200	 99.097	 -99999.000
20901	  0.733	  0.729	  1.014	  0.102	 -0.052	 -9.764	 -0.004	  0.002	  0.000	 32.200	 99.097	 -99999.000
20951	  0.734	  0.732	  1.016	  0.083	 -0.050	 -9.778	 -0.004	  0.002	  0.002	 32.200	 99.101	 -99999.000
21001	  0.734	  0.736	  1.017	  0.086	 -0.016	 -9.778	 -0.004	  0.002	 -0.001	 32.200	 99.097	 -99999.000
21051	  0.731	  0.732	  1.017	  0.079	 -0.023	 -9.755	 -0.003	  0.002	  0.000	 32.200	 99.085	 -99999.000
21101	  0.731	  0.725	  1.017	  0.096	 -0.039	 -9.765	 -0.003	  0.003	  0.001	 32.200	 99.097	 -99999.000
21151	  0.730	  0.730	  1.019	  0.103	 -0.024	 -9.724	 -0.004	  0.002	  0.001	 32.200	 99.108	 -99999.000
21201	  0.731	  0.733	  1.017	  0.100	 -0.042	 -9.753	 -0.003	  0.003	  0.001	 32.200	 99.097	 -99999.000
21251	  0.730	  0.733	  1.019	  0.074	 -0.000	 -9.754	 -0.005	  0.001	  0.000	 32.200	 99.097	 -99999.000
24102	  0.734	  0.731	  1.021	  0.092	 -0.029	 -9.768	 -0.004	  0.003	  0.001	 32.200	 99.089	  0.794
24152	  0.730	  0.733	  1.016	  0.086	 -0.028	 -9.758	 -0.004	  0.004	 -0.000	 32.200	 99.101	 -0.293
24202	  0.733	  0.731	  1.018	  0.075	 -0.032	 -9.797	 -0.002	  0.003	  0.001	 32.200	 99.097	  0.068
24252	  0.729	  0.730	  1.014	  0.094	 -0.035	 -9.752	 -0.003	  0.003	  0.001	 32.200	 99.101	 -0.293
24302	  0.733	  0.736	  1.017	  0.097	 -0.026	 -9.759	 -0.003	  0.002	 -0.001	 32.200	 99.089	  0.794
24352	  0.734	  0.733	  1.017	  0.084	 -0.045	 -9.773	 -0.003	  0.003	  0.000	 32.200	 99.101	 -0.293
24402	  0.733	  0.730	  1.018	  0.065	 -0.017	 -9.737	 -0.002	  0.004	  0.001	 32.200	 99.101	 -0.293
24452	  0.731	  0.732	  1.019	  0.094	 -0.026	 -9.783	 -0.004	  0.003	 -0.000	 32.200	 99.089	  0.794
24502	  0.732	  0.734	  1.019	  0.098	 -0.053	 -9.756	 -0.004	  0.002	 -0.001	 32.200	 99.101	 -0.293
24552	  0.733	  0.732	  1.021	  0.103	 -0.037	 -9.788	 -0.003	  0.002	 -0.000	 32.200	 99.089	  0.794
24602	  0.732	  0.730	  1.017	  0.069	 -0.014	 -9.747	 -0.004	  0.002	 -0.000	 32.200	 99.089	  0.794
24653	  0.734	  0.735	  1.021	  0.083	 -0.028	 -9.782	 -0.004	  0.004	 -0.001	 32.200	 99.101	 -0.293
24702	  0.731	  0.735	  1.018	  0.112	 -0.039	 -9.768	 -0.004	  0.003	  0.001	 32.200	 99.105	 -0.657
24752	  0.733	  0.731	  1.017	  0.092	  0.004	 -9.779	 -0.003	  0.002	 -0.001	 32.200	 99.078	  1.790
24802	  0.733	  0.732	  1.016	  0.098	 -0.031	 -9.779	 -0.004	  0.002	  0.000	 32.200	 99.105	 -0.657
24852	  0.732	  0.733	  1.020	  0.085	 -0.038	 -9.784	 -0.003	  0.003	  0.000	 32.200	 99.089	  0.794
24902	  0.732	  0.732	  1.017	  0.080	 -0.031	 -9.751	 -0.003	  0.002	 -0.000	 32.200	 99.089	  0.794
24952	  0.732	  0.731	  1.017	  0.073	 -0.046	 -9.759	 -0.003	  0.003	 -0.001	 32.200	 99.101	 -0.293
25002	  0.733	  0.732	  1.016	  0.089	 -0.038	 -9.793	 -0.004	  0.001	  0.001	 32.200	 99.089	  0.794
