Time	 MagX	 MagY	 MagZ	 AccelX	 AccelY	 AccelZ	 Yaw	 Pitch	 Roll	 Temperature	 Pressure	 Altitude
15280	  0.288	  0.194	  0.230	 -0.850	 -0.131	 -9.617	 -0.004	  0.002	  0.005	 31.000	 99.318	 -99999.000
15330	  0.289	  0.179	  0.231	 -0.823	 -0.127	 -9.648	 -0.002	  0.004	  0.004	 31.000	 99.330	 -99999.000
15380	  0.290	  0.183	  0.234	 -0.833	 -0.154	 -9.632	 -0.004	  0.003	  0.004	 31.000	 99.318	 -99999.000
15430	  0.291	  0.184	  0.233	 -0.841	 -0.108	 -9.599	 -0.003	  0.003	  0.003	 31.000	 99.323	 -99999.000
15480	  0.289	  0.183	  0.228	 -0.829	 -0.124	 -9.627	 -0.004	  0.003	  0.005	 31.000	 99.323	 -99999.000
15530	  0.290	  0.178	  0.233	 -0.838	 -0.131	 -9.595	 -0.003	  0.003	  0.004	 31.000	 99.330	 -99999.000
15580	  0.289	  0.183	  0.231	 -0.831	 -0.133	 -9.651	 -0.005	  0.004	  0.005	 31.000	 99.318	 -99999.000
15630	  0.289	  0.182	  0.227	 -0.832	 -0.133	 -9.629	 -0.004	  0.003	  0.003	 31.000	 99.330	 -99999.000
15680	  0.289	  0.180	  0.226	 -0.829	 -0.126	 -9.651	 -0.005	  0.004	  0.004	 31.000	 99.318	 -99999.000
15730	  0.289	  0.188	  0.234	 -0.845	 -0.119	 -9.577	 -0.004	  0.004	  0.004	 31.000	 99.318	 -99999.000
15780	  0.289	  0.184	  0.231	 -0.844	 -0.143	 -9.619	 -0.004	  0.004	  0.003	 31.000	 99.330	 -99999.000
15830	  0.289	  0.188	  0.229	 -0.849	 -0.127	 -9.634	 -0.004	  0.001	  0.005	 31.000	 99.323	 -99999.000
15880	  0.287	  0.180	  0.231	 -0.836	 -0.139	 -9.623	 -0.003	  0.004	  0.004	 31.000	 99.334	 -99999.000
15931	  0.289	  0.191	  0.228	 -0.832	 -0.128	 -9.606	 -0.004	  0.003	  0.003	 31.000	 99.318	 -99999.000
15980	  0.287	  0.179	  0.225	 -0.829	 -0.127	 -9.635	 -0.004	  0.003	  0.003	 31.000	 99.341	 -99999.000
16031	  0.289	  0.186	  0.230	 -0.833	 -0.108	 -9.593	 -0.005	  0.004	  0.005	 31.000	 99.323	 -99999.000
16080	  0.289	  0.186	  0.231	 -0.848	 -0.125	 -9.632	 -0.002	  0.002	  0.004	 31.000	 99.334	 -99999.000
16130	  0.288	  0.179	  0.222	 -0.835	 -0.108	 -9.605	 -0.004	  0.003	  0.003	 31.000	 99.334	 -99999.000
16180	  0.287	  0.179	  0.229	 -0.820	 -0.114	 -9.634	 -0.004	  0.003	  0.005	 31.000	 99.330	 -99999.000
16230	  0.290	  0.190	  0.229	 -0.842	 -0.132	 -9.599	 -0.003	  0.002	  0.004	 31.000	 99.318	 -99999.000
16280	  0.289	  0.189	  0.232	 -0.833	 -0.153	 -9.637	 -0.002	  0.002	  0.003	 31.000	 99.323	 -99999.000
16330	  0.288	  0.191	  0.229	 -0.817	 -0.140	 -9.596	 -0.004	  0.003	  0.004	 31.000	 99.318	 -99999.000
16380	  0.289	  0.181	  0.230	 -0.838	 -0.122	 -9.628	 -0.002	  0.004	  0.005	 31.000	 99.318	 -99999.000
16430	  0.289	  0.186	  0.234	 -0.826	 -0.140	 -9.608	 -0.004	  0.002	  0.003	 31.000	 99.318	 -99999.000
16481	  0.291	  0.193	  0.230	 -0.831	 -0.099	 -9.586	 -0.002	  0.003	  0.004	 31.000	 99.318	 -99999.000
16531	  0.289	  0.184	  0.234	 -0.846	 -0.158	 -9.627	 -0.004	  0.003	  0.005	 31.000	 99.330	 -99999.000
16581	  0.286	  0.183	  0.227	 -0.850	 -0.110	 -9.612	 -0.003	  0.004	  0.004	 31.000	 99.323	 -99999.000
16631	  0.289	  0.178	  0.226	 -0.820	 -0.148	 -9.610	 -0.003	  0.003	  0.005	 31.000	 99.323	 -99999.000
16681	  0.289	  0.188	  0.229	 -0.810	 -0.119	 -9.615	 -0.003	  0.001	  0.004	 31.000	 99.330	 -99999.000
16731	  0.288	  0.185	  0.232	 -0.821	 -0.131	 -9.632	 -0.003	  0.004	  0.004	 31.000	 99.330	 -99999.000
16781	  0.290	  0.180	  0.227	 -0.851	 -0.124	 -9.653	 -0.004	  0.003	  0.004	 31.000	 99.330	 -99999.000
16831	  0.287	  0.183	  0.229	 -0.828	 -0.153	 -9.627	 -0.003	  0.004	  0.005	 31.000	 99.318	 -99999.000
16881	  0.287	  0.181	  0.230	 -0.839	 -0.106	 -9.608	 -0.004	  0.003	  0.005	 31.000	 99.323	 -99999.000
16931	  0.287	  0.182	  0.229	 -0.849	 -0.134	 -9.611	 -0.003	  0.005	  0.004	 31.000	 99.318	 -99999.000
16981	  0.289	  0.180	  0.234	 -0.833	 -0.112	 -9.619	 -0.003	  0.005	  0.004	 31.000	 99.318	 -99999.000
17031	  0.289	  0.182	  0.230	 -0.839	 -0.133	 -9.649	 -0.003	  0.003	  0.004	 31.000	 99.318	 -99999.000
17081	  0.287	  0.180	  0.229	 -0.834	 -0.117	 -9.576	 -0.003	  0.004	  0.004	 31.000	 99.318	 -99999.000
17131	  0.288	  0.178	  0.228	 -0.847	 -0.130	 -9.641	 -0.004	  0.005	  0.004	 31.000	 99.318	 -99999.000
17181	  0.287	  0.180	  0.232	 -0.815	 -0.133	 -9.587	 -0.004	  0.004	  0.004	 31.000	 99.330	 -99999.000
17231	  0.288	  0.178	  0.233	 -0.854	 -0.128	 -9.617	 -0.003	  0.003	  0.004	 31.000	 99.330	 -99999.000
17281	  0.287	  0.183	  0.229	 -0.814	 -0.149	 -9.588	 -0.004	  0.004	  0.005	 31.000	 99.334	 -99999.000
17331	  0.291	  0.182	  0.228	 -0.842	 -0.105	 -9.599	 -0.002	  0.002	  0.005	 31.000	 99.334	 -99999.000
17381	  0.289	  0.182	  0.233	 -0.823	 -0.125	 -9.614	 -0.004	  0.001	  0.003	 31.000	 99.334	 -99999.000
17431	  0.290	  0.180	  0.223	 -0.833	 -0.131	 -9.611	 -0.002	  0.002	  0.004	 31.000	 99.330	 -99999.000
17481	  0.287	  0.177	  0.228	 -0.810	 -0.123	 -9.606	 -0.004	  0.004	  0.004	 31.000	 99.318	 -99999.000
17531	  0.289	  0.183	  0.234	 -0.847	 -0.126	 -9.629	 -0.004	  0.003	  0.004	 31.000	 99.323	 -99999.000
17581	  0.289	  0.181	  0.230	 -0.837	 -0.138	 -9.596	 -0.003	  0.004	  0.003	 31.000	 99.345	 -99999.000
17630	  0.289	  0.181	  0.231	 -0.848	 -0.110	 -9.611	 -0.004	  0.003	  0.004	 31.000	 99.341	 -99999.000
17680	  0.287	  0.181	  0.229	 -0.837	 -0.130	 -9.633	 -0.004	  0.002	  0.004	 31.000	 99.318	 -99999.000
17730	  0.290	  0.181	  0.227	 -0.819	 -0.123	 -9.674	 -0.003	  0.002	  0.003	 31.000	 99.318	 -99999.000
17780	  0.289	  0.180	  0.227	 -0.812	 -0.148	 -9.654	 -0.002	  0.004	  0.004	 31.000	 99.330	 -99999.000
17830	  0.289	  0.177	  0.231	 -0.824	 -0.109	 -9.622	 -0.005	  0.005	  0.005	 31.000	 99.311	 -99999.000
17880	  0.287	  0.178	  0.231	 -0.818	 -0.154	 -9.641	 -0.003	  0.002	  0.003	 31.000	 99.330	 -99999.000
17930	  0.289	  0.179	  0.231	 -0.831	 -0.122	 -9.580	 -0.005	  0.004	  0.003	 31.000	 99.323	 -99999.000
17980	  0.287	  0.185	  0.230	 -0.835	 -0.143	 -9.636	 -0.004	  0.004	  0.004	 31.000	 99.330	 -99999.000
18030	  0.290	  0.178	  0.227	 -0.826	 -0.114	 -9.588	 -0.003	  0.004	  0.004	 31.000	 99.326	 -99999.000
18080	  0.289	  0.184	  0.227	 -0.861	 -0.171	 -9.617	 -0.002	  0.003	  0.005	 31.000	 99.318	 -99999.000
18130	  0.288	  0.178	  0.225	 -0.824	 -0.135	 -9.598	 -0.004	  0.002	  0.005	 31.000	 99.318	 -99999.000
18180	  0.289	  0.177	  0.229	 -0.831	 -0.172	 -9.611	 -0.002	  0.002	  0.004	 31.000	 99.318	 -99999.000
18230	  0.289	  0.182	  0.225	 -0.836	 -0.119	 -9.593	 -0.004	  0.003	  0.005	 31.000	 99.330	 -99999.000
