Time	 MagX	 MagY	 MagZ	 AccelX	 AccelY	 AccelZ	 Yaw	 Pitch	 Roll	 Temperature	 Pressure	 Altitude
5264	  0.700	  0.398	  0.678	  0.088	 -0.034	 -9.749	 -0.003	  0.001	 -0.000	 32.700	 99.104	 -99999.000
5310	  0.700	  0.398	  0.679	  0.092	 -0.031	 -9.767	 -0.005	  0.004	 -0.000	 32.700	 99.104	 -99999.000
5360	  0.699	  0.399	  0.677	  0.073	 -0.027	 -9.780	 -0.004	  0.003	  0.001	 32.700	 99.104	 -99999.000
5410	  0.700	  0.397	  0.682	  0.086	 -0.014	 -9.767	 -0.004	  0.001	 -0.000	 32.700	 99.115	 -99999.000
5460	  0.700	  0.400	  0.684	  0.075	 -0.013	 -9.811	 -0.003	  0.002	  0.002	 32.700	 99.104	 -99999.000
5510	  0.698	  0.397	  0.678	  0.065	  0.001	 -9.786	 -0.003	  0.002	 -0.000	 32.700	 99.088	 -99999.000
5560	  0.703	  0.402	  0.683	  0.089	 -0.020	 -9.786	 -0.004	  0.002	 -0.001	 32.700	 99.104	 -99999.000
5610	  0.701	  0.396	  0.675	  0.094	  0.008	 -9.755	 -0.003	  0.002	  0.001	 32.700	 99.093	 -99999.000
5660	  0.700	  0.397	  0.677	  0.103	 -0.036	 -9.745	 -0.003	  0.002	 -0.001	 32.700	 99.104	 -99999.000
5710	  0.700	  0.397	  0.683	  0.068	 -0.028	 -9.775	 -0.002	  0.003	  0.001	 32.700	 99.093	 -99999.000
5760	  0.700	  0.401	  0.681	  0.101	 -0.016	 -9.768	 -0.004	  0.002	  0.000	 32.700	 99.104	 -99999.000
5810	  0.701	  0.403	  0.682	  0.075	 -0.014	 -9.772	 -0.004	  0.002	 -0.001	 32.700	 99.104	 -99999.000
5860	  0.701	  0.399	  0.681	  0.073	 -0.020	 -9.781	 -0.004	  0.002	  0.000	 32.700	 99.104	 -99999.000
5910	  0.701	  0.398	  0.682	  0.074	 -0.003	 -9.778	 -0.004	  0.002	 -0.000	 32.700	 99.104	 -99999.000
5960	  0.701	  0.402	  0.681	  0.090	 -0.012	 -9.767	 -0.004	  0.002	  0.001	 32.700	 99.104	 -99999.000
6010	  0.702	  0.401	  0.682	  0.061	 -0.001	 -9.747	 -0.004	  0.003	  0.001	 32.700	 99.104	 -99999.000
6060	  0.701	  0.398	  0.678	  0.087	 -0.006	 -9.758	 -0.003	  0.003	  0.001	 32.700	 99.093	 -99999.000
6110	  0.702	  0.397	  0.682	  0.095	 -0.025	 -9.771	 -0.003	  0.003	  0.001	 32.700	 99.104	 -99999.000
6160	  0.699	  0.404	  0.679	  0.087	 -0.026	 -9.738	 -0.004	  0.002	 -0.000	 32.700	 99.093	 -99999.000
6210	  0.699	  0.399	  0.681	  0.081	 -0.005	 -9.758	 -0.003	  0.003	 -0.001	 32.700	 99.108	 -99999.000
6260	  0.700	  0.396	  0.682	  0.085	 -0.014	 -9.739	 -0.004	  0.002	 -0.000	 32.700	 99.108	 -99999.000
6310	  0.699	  0.398	  0.677	  0.083	 -0.012	 -9.757	 -0.004	  0.003	  0.000	 32.700	 99.104	 -99999.000
6360	  0.699	  0.397	  0.681	  0.100	 -0.006	 -9.775	 -0.003	  0.003	  0.000	 32.700	 99.104	 -99999.000
6410	  0.697	  0.405	  0.679	  0.067	  0.005	 -9.771	 -0.004	  0.002	  0.001	 32.700	 99.104	 -99999.000
6460	  0.701	  0.399	  0.681	  0.083	 -0.003	 -9.762	 -0.003	  0.004	  0.001	 32.700	 99.104	 -99999.000
6510	  0.700	  0.400	  0.681	  0.087	 -0.002	 -9.718	 -0.004	  0.002	  0.001	 32.700	 99.104	 -99999.000
6560	  0.700	  0.399	  0.678	  0.079	 -0.029	 -9.747	 -0.003	  0.002	 -0.000	 32.700	 99.115	 -99999.000
