Time	 MagX	 MagY	 MagZ	 AccelX	 AccelY	 AccelZ	 Yaw	 Pitch	 Roll	 Temperature	 Pressure	 Altitude
5291	  0.466	  0.247	  0.398	  0.057	 -0.005	 -9.792	 -0.004	  0.003	  0.000	 33.000	 99.119	 -99999.000
5341	  0.468	  0.250	  0.394	  0.034	 -0.020	 -9.754	 -0.004	  0.004	  0.000	 33.000	 99.119	 -99999.000
5391	  0.467	  0.250	  0.393	  0.048	 -0.015	 -9.718	 -0.004	  0.002	  0.000	 33.000	 99.119	 -99999.000
5441	  0.468	  0.247	  0.395	  0.066	 -0.006	 -9.785	 -0.003	  0.003	  0.000	 33.000	 99.119	 -99999.000
5491	  0.468	  0.247	  0.395	  0.048	 -0.022	 -9.740	 -0.004	  0.002	  0.000	 33.100	 99.112	 -99999.000
5541	  0.467	  0.248	  0.395	  0.048	 -0.007	 -9.773	 -0.004	  0.003	  0.000	 33.100	 99.123	 -99999.000
5591	  0.466	  0.250	  0.398	  0.044	 -0.025	 -9.773	 -0.002	  0.002	 -0.000	 33.000	 99.130	 -99999.000
5641	  0.468	  0.251	  0.397	  0.060	  0.004	 -9.757	 -0.003	  0.002	  0.000	 33.000	 99.119	 -99999.000
5691	  0.467	  0.248	  0.395	  0.063	  0.004	 -9.733	 -0.004	  0.003	  0.001	 33.000	 99.119	 -99999.000
5741	  0.468	  0.248	  0.397	  0.066	 -0.021	 -9.749	 -0.005	  0.002	  0.001	 33.000	 99.112	 -99999.000
5791	  0.468	  0.249	  0.394	  0.045	 -0.013	 -9.747	 -0.003	  0.002	  0.001	 33.000	 99.108	 -99999.000
5841	  0.464	  0.248	  0.398	  0.049	 -0.006	 -9.779	 -0.003	  0.002	 -0.001	 33.000	 99.119	 -99999.000
5891	  0.468	  0.250	  0.394	  0.049	 -0.023	 -9.770	 -0.003	  0.002	 -0.000	 33.000	 99.108	 -99999.000
5941	  0.467	  0.245	  0.396	  0.069	  0.001	 -9.740	 -0.003	  0.002	  0.001	 33.000	 99.135	 -99999.000
5991	  0.468	  0.249	  0.396	  0.068	 -0.030	 -9.756	 -0.004	  0.003	  0.001	 33.000	 99.123	 -99999.000
6041	  0.466	  0.248	  0.401	  0.041	 -0.005	 -9.751	 -0.003	  0.003	  0.000	 33.000	 99.108	 -99999.000
6091	  0.468	  0.249	  0.395	  0.056	 -0.001	 -9.747	 -0.004	  0.002	  0.000	 33.000	 99.119	 -99999.000
6141	  0.467	  0.249	  0.393	  0.053	 -0.022	 -9.759	 -0.003	  0.002	  0.001	 33.000	 99.119	 -99999.000
6191	  0.467	  0.252	  0.394	  0.061	 -0.020	 -9.725	 -0.004	  0.002	  0.001	 33.000	 99.123	 -99999.000
6241	  0.467	  0.248	  0.393	  0.091	  0.017	 -9.746	 -0.004	  0.002	  0.001	 33.000	 99.112	 -99999.000
6291	  0.466	  0.247	  0.399	  0.060	 -0.026	 -9.759	 -0.004	  0.001	 -0.000	 33.000	 99.119	 -99999.000
6342	  0.468	  0.247	  0.396	  0.049	  0.018	 -9.783	 -0.004	  0.002	 -0.000	 33.100	 99.123	 -99999.000
6391	  0.464	  0.247	  0.398	  0.059	 -0.024	 -9.738	 -0.003	  0.004	  0.000	 33.000	 99.123	 -99999.000
6441	  0.465	  0.249	  0.396	  0.054	  0.000	 -9.774	 -0.002	  0.002	  0.002	 33.100	 99.123	 -99999.000
6491	  0.467	  0.245	  0.395	  0.056	 -0.027	 -9.735	 -0.003	  0.002	  0.001	 33.000	 99.123	 -99999.000
6541	  0.468	  0.246	  0.396	  0.055	 -0.012	 -9.762	 -0.003	  0.003	  0.002	 33.000	 99.108	 -99999.000
6591	  0.468	  0.252	  0.398	  0.060	 -0.018	 -9.797	 -0.003	  0.004	 -0.000	 33.000	 99.123	 -99999.000
6641	  0.467	  0.246	  0.395	  0.063	 -0.029	 -9.722	 -0.004	  0.003	  0.000	 33.000	 99.123	 -99999.000
6691	  0.468	  0.247	  0.397	  0.067	  0.029	 -9.749	 -0.003	  0.002	  0.000	 33.000	 99.119	 -99999.000
6741	  0.470	  0.252	  0.394	  0.054	 -0.007	 -9.739	 -0.004	  0.002	 -0.000	 33.000	 99.123	 -99999.000
6792	  0.466	  0.249	  0.397	  0.071	 -0.013	 -9.747	 -0.003	  0.002	  0.001	 33.100	 99.112	 -99999.000
6842	  0.467	  0.246	  0.397	  0.069	 -0.032	 -9.738	 -0.003	  0.002	 -0.000	 33.000	 99.130	 -99999.000
6892	  0.467	  0.250	  0.393	  0.057	 -0.010	 -9.775	 -0.003	  0.003	  0.000	 33.000	 99.123	 -99999.000
6942	  0.468	  0.247	  0.391	  0.033	 -0.017	 -9.748	 -0.002	  0.001	  0.000	 33.000	 99.123	 -99999.000
6992	  0.470	  0.252	  0.394	  0.042	 -0.004	 -9.786	 -0.003	  0.002	  0.001	 33.000	 99.112	 -99999.000
7042	  0.466	  0.250	  0.396	  0.068	  0.006	 -9.760	 -0.004	  0.003	  0.001	 33.000	 99.119	 -99999.000
7092	  0.467	  0.248	  0.395	  0.045	 -0.001	 -9.769	 -0.003	  0.003	  0.001	 33.100	 99.112	 -99999.000
7142	  0.466	  0.250	  0.394	  0.075	 -0.002	 -9.787	 -0.003	  0.003	  0.001	 33.000	 99.119	 -99999.000
7192	  0.466	  0.249	  0.396	  0.064	  0.005	 -9.761	 -0.004	  0.003	  0.000	 33.000	 99.123	 -99999.000
7242	  0.467	  0.249	  0.393	  0.046	 -0.028	 -9.759	 -0.004	  0.003	  0.001	 33.000	 99.123	 -99999.000
7292	  0.468	  0.248	  0.394	  0.082	  0.002	 -9.761	 -0.005	  0.002	  0.001	 33.000	 99.119	 -99999.000
