Time	 MagX	 MagY	 MagZ	 AccelX	 AccelY	 AccelZ	 Yaw	 Pitch	 Roll	 Temperature	 Pressure	 Altitude
28325	  0.161	 -0.153	 -0.524	  0.162	 -0.304	  9.900	  0.000	  0.007	 -0.001	 25.600	 101.174	 -99999.000
28375	  0.161	 -0.148	 -0.523	  0.071	 -0.288	  9.854	 -0.004	  0.006	  0.001	 25.600	 101.170	 -99999.000
28425	  0.161	 -0.149	 -0.524	  0.131	 -0.262	  9.827	 -0.007	  0.004	  0.006	 25.600	 101.174	 -99999.000
28475	  0.161	 -0.149	 -0.527	  0.066	 -0.355	  9.893	 -0.006	  0.001	  0.005	 25.600	 101.174	 -99999.000
28525	  0.162	 -0.142	 -0.524	  0.153	 -0.317	  9.825	 -0.007	  0.000	  0.007	 25.600	 101.186	 -99999.000
28575	  0.160	 -0.142	 -0.522	  0.140	 -0.391	  9.841	 -0.006	 -0.002	  0.005	 25.600	 101.163	 -99999.000
28625	  0.161	 -0.153	 -0.528	  0.115	 -0.342	  9.880	 -0.004	 -0.002	  0.007	 25.600	 101.174	 -99999.000
28675	  0.162	 -0.147	 -0.527	  0.172	 -0.343	  9.907	 -0.003	  0.000	  0.004	 25.600	 101.174	 -99999.000
28725	  0.161	 -0.149	 -0.519	  0.149	 -0.341	  9.845	 -0.002	  0.003	  0.005	 25.600	 101.170	 -99999.000
28775	  0.162	 -0.148	 -0.520	  0.144	 -0.330	  9.889	 -0.002	  0.004	  0.004	 25.600	 101.170	 -99999.000
28825	  0.162	 -0.150	 -0.520	  0.173	 -0.333	  9.867	 -0.001	  0.005	  0.002	 25.600	 101.163	 -99999.000
28875	  0.162	 -0.149	 -0.525	  0.079	 -0.281	  9.900	 -0.001	  0.007	  0.005	 25.600	 101.163	 -99999.000
28925	  0.160	 -0.142	 -0.521	  0.133	 -0.304	  9.872	 -0.004	  0.005	  0.005	 25.600	 101.163	 -99999.000
