Time	 MagX	 MagY	 MagZ	 AccelX	 AccelY	 AccelZ	 Yaw	 Pitch	 Roll	 Temperature	 Pressure	 Altitude
44983	  0.029	 -0.166	  1.099	  0.693	  1.693	 -9.537	 -0.003	  0.002	  0.004	 26.800	 99.747	 -99999.000
45030	  0.029	 -0.171	  1.097	  0.673	  1.648	 -9.525	 -0.001	  0.008	  0.002	 26.800	 99.747	 -99999.000
45080	  0.032	 -0.167	  1.102	  0.641	  1.541	 -9.605	 -0.007	 -0.009	  0.006	 26.800	 99.747	 -99999.000
45130	  0.029	 -0.166	  1.097	  0.764	  1.739	 -9.600	  0.002	  0.015	  0.004	 26.800	 99.747	 -99999.000
45180	  0.027	 -0.159	  1.100	  0.642	  1.585	 -9.588	 -0.010	 -0.019	  0.001	 26.900	 99.762	 -99999.000
45230	  0.032	 -0.165	  1.098	  0.663	  1.671	 -9.590	  0.003	  0.021	  0.006	 26.800	 99.747	 -99999.000
45280	  0.029	 -0.164	  1.100	  0.728	  1.615	 -9.534	 -0.003	  0.001	  0.004	 26.800	 99.747	 -99999.000
45330	  0.032	 -0.165	  1.098	  0.674	  1.606	 -9.609	 -0.004	 -0.003	  0.002	 26.800	 99.747	 -99999.000
45380	  0.029	 -0.168	  1.098	  0.693	  1.651	 -9.595	 -0.004	  0.002	  0.005	 26.800	 99.758	 -99999.000
45430	  0.028	 -0.168	  1.099	  0.687	  1.651	 -9.574	 -0.006	 -0.005	  0.001	 26.800	 99.747	 -99999.000
45480	  0.032	 -0.170	  1.100	  0.674	  1.606	 -9.606	 -0.001	  0.008	  0.004	 26.800	 99.747	 -99999.000
45530	  0.026	 -0.163	  1.101	  0.705	  1.640	 -9.571	  0.001	  0.012	  0.006	 26.800	 99.747	 -99999.000
45580	  0.028	 -0.164	  1.100	  0.698	  1.609	 -9.553	 -0.007	 -0.005	  0.003	 26.900	 99.751	 -99999.000
45630	  0.031	 -0.166	  1.100	  0.661	  1.622	 -9.618	 -0.005	 -0.005	  0.001	 26.900	 99.747	 -99999.000
45680	  0.030	 -0.161	  1.100	  0.678	  1.664	 -9.566	 -0.002	  0.004	  0.004	 26.900	 99.751	 -99999.000
45730	  0.030	 -0.168	  1.099	  0.654	  1.606	 -9.609	 -0.002	  0.004	  0.003	 26.900	 99.747	 -99999.000
45780	  0.029	 -0.166	  1.098	  0.711	  1.648	 -9.570	 -0.001	  0.007	  0.004	 26.900	 99.751	 -99999.000
