Time	 MagX	 MagY	 MagZ	 AccelX	 AccelY	 AccelZ	 Yaw	 Pitch	 Roll	 Temperature	 Pressure	 Altitude
44124	  0.084	  0.118	  1.035	  0.295	 -1.697	 -9.534	 -0.005	 -0.001	  0.004	 29.000	 98.741	 -99999.000
44173	  0.079	  0.126	  1.033	  0.282	 -1.718	 -9.548	 -0.004	  0.006	  0.002	 29.000	 98.741	 -99999.000
44223	  0.080	  0.122	  1.031	  0.321	 -1.740	 -9.594	 -0.004	  0.010	  0.003	 29.000	 98.730	 -99999.000
44273	  0.079	  0.125	  1.032	  0.333	 -1.705	 -9.567	 -0.005	 -0.002	  0.004	 29.000	 98.730	 -99999.000
44323	  0.080	  0.120	  1.033	  0.297	 -1.732	 -9.567	 -0.005	 -0.004	  0.005	 29.000	 98.730	 -99999.000
44373	  0.076	  0.124	  1.030	  0.287	 -1.719	 -9.549	 -0.004	  0.004	  0.002	 29.100	 98.745	 -99999.000
44423	  0.080	  0.119	  1.033	  0.320	 -1.729	 -9.572	 -0.004	  0.009	  0.002	 29.100	 98.741	 -99999.000
44473	  0.079	  0.122	  1.029	  0.332	 -1.692	 -9.556	 -0.005	  0.001	  0.004	 29.000	 98.741	 -99999.000
44523	  0.079	  0.130	  1.034	  0.307	 -1.699	 -9.588	 -0.005	 -0.002	  0.004	 29.000	 98.745	 -99999.000
44574	  0.077	  0.121	  1.031	  0.295	 -1.697	 -9.588	 -0.006	  0.002	  0.005	 29.000	 98.741	 -99999.000
44624	  0.079	  0.124	  1.030	  0.324	 -1.739	 -9.598	 -0.004	  0.007	  0.003	 29.100	 98.741	 -99999.000
44674	  0.080	  0.122	  1.031	  0.319	 -1.739	 -9.564	 -0.004	  0.003	  0.003	 29.000	 98.741	 -99999.000
44724	  0.079	  0.122	  1.032	  0.309	 -1.696	 -9.577	 -0.004	 -0.001	  0.003	 29.000	 98.745	 -99999.000
44774	  0.079	  0.122	  1.031	  0.284	 -1.727	 -9.556	 -0.005	  0.002	  0.005	 29.000	 98.730	 -99999.000
44824	  0.080	  0.134	  1.034	  0.311	 -1.714	 -9.576	 -0.005	  0.006	  0.003	 29.100	 98.745	 -99999.000
44874	  0.081	  0.120	  1.026	  0.334	 -1.712	 -9.594	 -0.005	  0.004	  0.004	 29.100	 98.745	 -99999.000
44924	  0.080	  0.123	  1.030	  0.332	 -1.708	 -9.578	 -0.004	 -0.002	  0.004	 29.000	 98.745	 -99999.000
44974	  0.077	  0.121	  1.035	  0.305	 -1.715	 -9.579	 -0.005	  0.001	  0.003	 29.100	 98.745	 -99999.000
45024	  0.079	  0.134	  1.031	  0.303	 -1.719	 -9.571	 -0.004	  0.006	  0.003	 29.000	 98.730	 -99999.000
45074	  0.079	  0.119	  1.033	  0.343	 -1.717	 -9.602	 -0.004	  0.006	  0.001	 29.100	 98.734	 -99999.000
45124	  0.079	  0.116	  1.030	  0.329	 -1.699	 -9.588	 -0.005	 -0.001	  0.004	 29.100	 98.734	 -99999.000
45174	  0.079	  0.123	  1.032	  0.292	 -1.731	 -9.578	 -0.004	 -0.000	  0.004	 29.000	 98.741	 -99999.000
45224	  0.081	  0.120	  1.031	  0.314	 -1.706	 -9.569	 -0.004	  0.005	  0.004	 29.000	 98.734	 -99999.000
45274	  0.078	  0.122	  1.032	  0.325	 -1.700	 -9.548	 -0.005	  0.004	  0.003	 29.100	 98.734	 -99999.000
45324	  0.080	  0.123	  1.036	  0.295	 -1.719	 -9.562	 -0.004	 -0.000	  0.004	 29.100	 98.730	 -99999.000
45374	  0.078	  0.122	  1.030	  0.302	 -1.731	 -9.590	 -0.005	  0.000	  0.003	 29.100	 98.734	 -99999.000
45424	  0.079	  0.121	  1.033	  0.305	 -1.707	 -9.609	 -0.005	  0.005	  0.004	 29.100	 98.734	 -99999.000
45474	  0.079	  0.127	  1.035	  0.331	 -1.698	 -9.567	 -0.004	  0.004	  0.002	 29.100	 98.734	 -99999.000
45524	  0.080	  0.127	  1.032	  0.316	 -1.721	 -9.590	 -0.003	  0.000	  0.004	 29.100	 98.756	 -99999.000
45574	  0.079	  0.133	  1.033	  0.312	 -1.703	 -9.565	 -0.005	  0.001	  0.003	 29.100	 98.734	 -99999.000
45624	  0.081	  0.122	  1.036	  0.284	 -1.716	 -9.572	 -0.005	  0.005	  0.002	 29.100	 98.745	 -99999.000
45674	  0.080	  0.123	  1.029	  0.341	 -1.719	 -9.594	 -0.005	  0.005	  0.004	 29.100	 98.745	 -99999.000
45724	  0.079	  0.128	  1.034	  0.335	 -1.704	 -9.574	 -0.004	  0.000	  0.004	 29.100	 98.745	 -99999.000
45773	  0.079	  0.123	  1.032	  0.329	 -1.718	 -9.607	 -0.004	  0.002	  0.002	 29.100	 98.745	 -99999.000
45823	  0.079	  0.118	  1.031	  0.319	 -1.686	 -9.581	 -0.005	  0.005	  0.002	 29.100	 98.734	 -99999.000
45873	  0.080	  0.121	  1.032	  0.314	 -1.700	 -9.541	 -0.005	  0.004	  0.004	 29.100	 98.745	 -99999.000
45923	  0.079	  0.121	  1.029	  0.306	 -1.706	 -9.555	 -0.005	  0.001	  0.004	 29.100	 98.745	 -99999.000
45973	  0.081	  0.123	  1.034	  0.289	 -1.723	 -9.559	 -0.003	  0.002	  0.003	 29.100	 98.734	 -99999.000
46023	  0.079	  0.123	  1.032	  0.300	 -1.726	 -9.576	 -0.005	  0.005	  0.004	 29.100	 98.734	 -99999.000
46073	  0.079	  0.122	  1.032	  0.329	 -1.707	 -9.560	 -0.005	  0.004	  0.004	 29.100	 98.745	 -99999.000
46123	  0.078	  0.125	  1.031	  0.314	 -1.712	 -9.584	 -0.004	  0.001	  0.003	 29.100	 98.749	 -99999.000
46173	  0.080	  0.121	  1.030	  0.319	 -1.696	 -9.565	 -0.004	  0.001	  0.004	 29.100	 98.734	 -99999.000
46223	  0.080	  0.126	  1.031	  0.296	 -1.708	 -9.558	 -0.004	  0.004	  0.004	 29.100	 98.745	 -99999.000
46273	  0.077	  0.121	  1.034	  0.320	 -1.726	 -9.585	 -0.004	  0.002	  0.003	 29.100	 98.734	 -99999.000
46323	  0.080	  0.122	  1.029	  0.308	 -1.706	 -9.586	 -0.004	  0.001	  0.004	 29.100	 98.749	 -99999.000
46373	  0.079	  0.120	  1.033	  0.324	 -1.693	 -9.582	 -0.003	  0.000	  0.005	 29.100	 98.749	 -99999.000
46423	  0.078	  0.126	  1.034	  0.322	 -1.729	 -9.556	 -0.004	  0.005	  0.004	 29.100	 98.738	 -99999.000
46473	  0.079	  0.122	  1.034	  0.333	 -1.709	 -9.561	 -0.004	  0.003	  0.004	 29.100	 98.745	 -99999.000
46523	  0.081	  0.124	  1.032	  0.333	 -1.701	 -9.572	 -0.004	 -0.000	  0.005	 29.100	 98.738	 -99999.000
46573	  0.080	  0.121	  1.032	  0.288	 -1.721	 -9.545	 -0.004	  0.001	  0.004	 29.100	 98.745	 -99999.000
